connection_id,from_influencer,to_influencer,connection_type,strength,interaction_count,first_seen,last_interaction
47257,4781,4978,duet,0.56,94,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47258,4977,4985,inspired_by,0.967,9,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47259,4941,4892,follows,0.67,138,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47260,4655,4861,collaborates,0.273,98,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47261,5005,4812,mentioned,0.345,14,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47262,4856,4911,reshared,0.597,139,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47263,4905,4704,tagged,0.464,159,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47264,4878,4744,duet,0.267,159,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47265,4683,5016,inspired_by,0.81,107,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47266,4558,5031,follows,0.312,30,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47267,4885,4694,collaborates,0.964,81,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47268,5000,4965,mentioned,0.717,133,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47269,4549,5057,reshared,0.261,39,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47270,4815,4676,tagged,0.776,62,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47271,4629,4904,duet,0.654,50,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47272,4924,4917,inspired_by,0.143,189,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47273,4659,5056,follows,0.927,182,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47274,4804,4918,collaborates,0.231,108,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47275,5022,4593,mentioned,0.612,135,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47276,4724,4881,reshared,0.71,113,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47277,4583,5021,tagged,0.477,69,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47278,4828,4965,duet,0.608,22,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47279,4697,4552,inspired_by,0.235,166,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47280,4587,5000,follows,0.699,48,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47281,4802,4649,collaborates,0.153,54,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47282,4862,4694,mentioned,0.981,113,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47283,4553,4734,reshared,0.913,15,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47284,4983,4612,tagged,0.67,5,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47285,4908,4553,duet,0.316,189,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47286,4584,4616,inspired_by,0.69,149,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47287,5010,4659,follows,0.879,180,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47288,4707,4621,collaborates,0.686,35,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47289,4669,5043,mentioned,0.581,70,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47290,4924,4634,reshared,0.515,59,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47291,4955,4805,tagged,0.462,153,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47292,4818,4581,duet,0.287,61,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47293,4714,5056,inspired_by,0.79,130,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47294,4578,4758,follows,0.741,83,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47295,4824,4766,collaborates,0.331,199,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47296,4685,4907,mentioned,0.37,174,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47297,4847,5019,reshared,0.362,76,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47298,4687,4633,tagged,0.578,137,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47299,4761,4554,duet,0.823,60,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47300,4820,4601,inspired_by,0.367,72,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47301,4878,5044,follows,0.933,197,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47302,4729,4925,collaborates,0.258,13,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47303,4833,4828,mentioned,0.995,181,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47304,4547,4808,reshared,0.745,183,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47305,5030,4677,tagged,0.218,199,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47306,4733,4994,duet,0.465,19,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47307,4755,4616,inspired_by,0.666,151,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47308,5016,4694,follows,0.997,137,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47309,4746,4681,collaborates,0.348,153,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47310,4679,4972,mentioned,0.779,50,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47311,4879,4610,reshared,0.314,95,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47312,4560,4896,tagged,0.446,74,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47313,4954,4647,duet,0.903,58,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47314,4711,4827,inspired_by,0.432,163,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47315,5026,5011,follows,0.932,34,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47316,5031,4676,collaborates,0.122,107,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47317,4697,4553,mentioned,0.702,46,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47318,4876,5008,reshared,0.259,92,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47319,4872,4545,tagged,0.824,139,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47320,4721,4930,duet,0.237,37,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47321,4602,4765,inspired_by,0.832,11,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47322,4604,4969,follows,0.568,80,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47323,5002,4576,collaborates,0.171,28,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47324,4677,4866,reshared,0.119,103,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47325,4810,4920,tagged,0.577,198,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47326,4796,4857,duet,0.522,30,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47327,4573,5009,inspired_by,0.891,122,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47328,4854,4760,follows,0.726,139,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47329,4972,4584,collaborates,0.194,33,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47330,4746,4663,mentioned,0.88,92,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47331,4950,4656,reshared,0.688,141,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47332,4669,4805,tagged,0.511,171,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47333,4795,4998,duet,0.944,118,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47334,4782,4675,inspired_by,0.297,114,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47335,4894,4859,follows,0.393,164,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47336,4854,4775,collaborates,0.45,103,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47337,4573,4618,mentioned,0.802,96,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47338,4891,4583,reshared,0.205,75,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47339,4589,4835,tagged,0.119,90,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47340,4816,4906,duet,0.148,22,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47341,4727,4971,inspired_by,0.316,179,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47342,4587,5001,follows,0.161,186,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47343,4871,4697,collaborates,0.98,97,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47344,4868,4652,mentioned,0.274,129,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47345,4653,4964,reshared,0.157,98,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47346,4698,4604,tagged,0.492,181,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47347,4648,4804,duet,0.321,27,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47348,5021,4793,inspired_by,0.132,109,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47349,5014,4724,follows,0.953,85,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47350,4702,4617,collaborates,0.329,10,2026-05-27T11:26:25Z,2026-05-27T11:26:25Z
47351,4642,4755,mentioned,0.588,143,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47352,4765,4857,reshared,0.633,96,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47353,4725,5027,tagged,0.298,38,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47354,4694,4570,duet,0.804,173,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47355,4669,4727,inspired_by,0.567,187,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47356,4758,4827,follows,0.581,156,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47357,4824,4584,collaborates,0.597,94,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47358,4707,5043,mentioned,0.94,36,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47359,4745,4967,reshared,0.598,26,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47360,4630,4966,tagged,0.379,66,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47361,4862,4865,duet,0.917,190,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47362,4835,4690,inspired_by,0.977,44,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47363,4816,4988,follows,0.403,171,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47364,4742,4652,collaborates,0.592,44,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47365,4548,4812,mentioned,0.611,178,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47366,4574,5051,reshared,0.159,19,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47367,4877,5019,tagged,0.371,36,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47368,4690,4795,duet,0.348,37,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47369,4614,4884,inspired_by,0.459,34,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47370,4566,4989,follows,0.959,197,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47371,4908,4758,collaborates,0.287,134,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47372,4989,5000,mentioned,0.873,81,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47373,5000,4919,reshared,0.81,43,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47374,4609,4778,tagged,0.373,86,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47375,4652,4831,duet,0.698,179,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47376,4945,4741,inspired_by,0.89,185,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47377,4889,5004,follows,0.203,133,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47378,4813,4847,collaborates,0.755,72,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47379,4834,5058,mentioned,0.477,162,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47380,4812,4893,reshared,0.116,26,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47381,5010,4973,tagged,0.94,198,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47382,4730,4934,duet,0.332,118,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47383,4798,4678,inspired_by,0.825,182,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47384,4904,4959,follows,0.438,13,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47385,4776,4817,collaborates,0.79,180,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47386,4952,4662,mentioned,0.154,182,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47387,4993,4768,reshared,0.24,178,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47388,4658,4702,tagged,0.203,197,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47389,4654,4921,duet,0.886,70,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47390,4578,4848,inspired_by,0.976,49,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47391,4686,4952,follows,0.867,67,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47392,4586,4958,collaborates,0.766,194,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47393,4802,4852,mentioned,0.806,9,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47394,4890,4954,reshared,0.193,109,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47395,4615,4902,tagged,0.51,12,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47396,4610,4623,duet,0.22,150,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47397,4963,4796,inspired_by,0.682,163,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47398,4959,4798,follows,0.521,80,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47399,4999,4561,collaborates,0.265,72,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47400,4811,5052,mentioned,0.258,98,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47401,4997,4800,reshared,0.587,63,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47402,4650,4825,tagged,0.611,140,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47403,4890,4815,duet,0.779,112,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47404,4669,4821,inspired_by,0.728,80,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47405,4925,4869,follows,0.766,137,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47406,4812,4841,collaborates,0.391,157,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47407,4714,4986,mentioned,0.282,47,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47408,4732,4960,reshared,0.939,28,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47409,4930,4961,tagged,0.173,4,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47410,4998,4558,duet,0.533,175,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47411,4604,4624,inspired_by,0.82,181,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47412,4934,4683,follows,0.266,89,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47413,4973,4959,collaborates,0.771,198,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47414,4717,4986,mentioned,0.296,165,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47415,4742,5014,reshared,0.481,59,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47416,4669,4658,tagged,0.772,19,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47417,4822,4631,duet,0.737,184,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47418,4549,4849,inspired_by,0.237,138,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47419,4910,4958,follows,0.761,70,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47420,4803,4866,collaborates,0.294,24,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47421,4609,4666,mentioned,0.354,71,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47422,4722,4797,reshared,0.175,174,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47423,4744,4845,tagged,0.83,33,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47424,4555,4844,duet,0.615,29,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47425,4877,4669,inspired_by,0.336,158,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47426,4873,4832,follows,0.911,61,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47427,4717,4941,collaborates,0.468,27,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47428,5024,4986,mentioned,0.985,132,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47429,4602,4801,reshared,0.94,197,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47430,4945,4689,tagged,0.29,115,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47431,4707,5059,duet,0.744,14,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47432,4568,4704,inspired_by,0.269,92,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47433,4544,4719,follows,0.52,80,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47434,4598,4888,collaborates,0.543,110,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47435,4579,4753,mentioned,0.158,29,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47436,4750,4657,reshared,0.385,86,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47437,4663,5004,tagged,0.85,104,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47438,4907,4847,duet,0.642,140,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47439,4894,5019,inspired_by,0.66,192,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47440,5058,5047,follows,0.371,60,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47441,4642,4846,collaborates,0.585,170,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47442,4863,4919,mentioned,0.141,141,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47443,5002,4986,reshared,0.407,84,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47444,4588,4678,tagged,0.121,81,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47445,4967,4730,duet,0.686,140,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47446,4995,4555,inspired_by,0.244,157,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47447,4602,4852,follows,0.821,197,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47448,4575,4773,collaborates,0.479,50,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47449,4699,4864,mentioned,0.931,111,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47450,4721,4969,reshared,0.995,49,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47451,4961,5004,tagged,0.411,103,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47452,4631,4698,duet,0.333,117,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47453,4934,4904,inspired_by,0.543,193,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47454,4596,4811,follows,0.593,105,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47455,4693,4754,collaborates,0.398,81,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47456,4661,4968,mentioned,0.802,169,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47457,4874,4726,reshared,0.237,90,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47458,4960,4802,tagged,0.469,127,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47459,4950,5012,duet,0.653,160,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47460,4702,4619,inspired_by,0.917,124,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47461,4947,4954,follows,0.248,139,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47462,4671,4845,collaborates,0.129,159,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47463,4728,4994,mentioned,0.525,116,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47464,4573,4727,reshared,0.467,121,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47465,4666,4715,tagged,0.783,88,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47466,4791,4687,duet,0.821,82,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47467,4646,4584,inspired_by,0.858,114,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47468,5056,4898,follows,0.832,168,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47469,4712,4932,collaborates,0.674,181,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47470,4982,4886,mentioned,0.313,22,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47471,4906,4723,reshared,0.835,33,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47472,4704,4777,tagged,0.802,66,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47473,5006,4975,duet,0.368,120,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47474,4557,4706,inspired_by,0.122,11,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47475,4626,4956,follows,0.136,159,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47476,4851,4751,collaborates,0.431,67,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47477,4809,4570,mentioned,0.613,42,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47478,4541,4805,reshared,0.532,122,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47479,4687,4696,tagged,0.635,72,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47480,4669,4579,duet,0.861,185,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47481,4769,4569,inspired_by,0.297,23,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47482,4601,4603,follows,0.161,75,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47483,4633,4997,collaborates,0.345,166,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47484,4866,4961,mentioned,0.32,154,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47485,4580,4748,reshared,0.185,81,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47486,4821,4998,tagged,0.13,69,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47487,4578,4657,duet,0.315,60,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47488,4842,4806,inspired_by,0.945,88,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47489,4627,5027,follows,0.145,63,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47490,4661,4815,collaborates,0.677,5,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47491,4577,4728,mentioned,0.454,132,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47492,4752,4676,reshared,0.116,28,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47493,4867,4749,tagged,0.579,111,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47494,4882,4622,duet,0.229,52,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47495,4982,4971,inspired_by,0.262,80,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47496,4894,4718,follows,0.346,193,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47497,4686,4694,collaborates,0.579,110,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47498,4722,4863,mentioned,0.548,19,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47499,4844,4819,reshared,0.203,148,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47500,5010,4812,tagged,0.75,51,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47501,4964,4731,duet,0.988,98,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47502,4593,4798,inspired_by,0.483,136,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47503,4967,5017,follows,0.967,42,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47504,4720,4710,collaborates,0.427,89,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47505,4998,5058,mentioned,0.201,39,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47506,5030,4599,reshared,0.397,30,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47507,4745,4587,tagged,0.557,16,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47508,4886,4990,duet,0.676,192,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47509,4899,4603,inspired_by,0.289,6,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47510,4870,4801,follows,0.739,1,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47511,4730,4778,collaborates,0.847,6,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47512,4570,4959,mentioned,0.209,73,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47513,4928,4665,reshared,0.277,7,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47514,4813,4894,tagged,0.392,58,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47515,4624,4630,duet,0.664,73,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47516,4720,4920,inspired_by,0.224,183,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47517,4875,4753,follows,0.344,133,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47518,4669,5016,collaborates,0.536,9,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47519,4732,4562,mentioned,0.687,57,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47520,4547,4963,reshared,0.117,64,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47521,4988,5051,tagged,0.181,2,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47522,4660,5031,duet,0.176,62,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47523,4753,4586,inspired_by,0.159,55,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47524,4581,4941,follows,0.453,49,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47525,5022,4972,collaborates,0.994,37,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47526,4972,4857,mentioned,0.648,4,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47527,4651,4976,reshared,0.258,180,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47528,5012,4974,tagged,0.484,141,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47529,4606,4901,duet,0.651,21,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47530,4627,4876,inspired_by,0.488,133,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47531,4717,4855,follows,0.295,41,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47532,4967,4622,collaborates,0.448,2,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47533,4761,4855,mentioned,0.585,62,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47534,4946,4917,reshared,0.344,29,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47535,4829,4858,tagged,0.771,107,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47536,4584,4556,duet,0.307,25,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47537,4831,4797,inspired_by,0.796,81,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47538,4708,4593,follows,0.645,171,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
47539,4691,4793,collaborates,0.919,13,2026-05-27T11:26:26Z,2026-05-27T11:26:26Z
