post_id,influencer_id,platform,external_post_id,post_text,posted_at,likes_count,shares_count,comments_count,views_count,sentiment_score,virality_score,detected_products,momentum_flag,processed_at,created_at
49137,4576,instagram,ext_instagram_00004597,NOC huddle: prioritize MetroSupply Devices Connected Device Monitoring Onboarding installs before the weekend streaming surge,2026-05-25T08:30:20Z,810,83,2,13886,0.234,,,normal,,2026-05-27T11:26:12Z
49138,4861,twitter,ext_twitter_00004598,Billing and usage signals are surfacing new need for Small Business Fiber SLA from FiberPath Broadband,2026-05-27T11:04:54Z,977,78,4,10215,0.484,,,normal,,2026-05-27T11:26:12Z
49139,4946,twitter,ext_twitter_00004599,Roaming bill questions are creating new handoffs to billing and retention teams,2026-05-27T07:14:03Z,456,22,12,7716,0.405,,,normal,,2026-05-27T11:26:12Z
49140,4704,youtube,ext_youtube_00004600,Day 30 with the Gigabit Fiber Install workflow and the field team says FiberPath Broadband reduced manual follow-up,2026-05-14T05:53:48Z,4086,1635,408,168731,0.209,,,rising,,2026-05-27T11:26:12Z
49141,4898,threads,ext_threads_00004601,Recommended WellNest Family Plans Family Data Share Plan to an account manager today because churn risk is the issue,2026-05-22T23:21:16Z,273,16,38,17357,0.554,,,normal,,2026-05-27T11:26:12Z
49142,4752,tiktok,ext_tiktok_00004602,Small businesses need earlier visibility into field technician appointment availability,2026-04-29T23:49:54Z,655,96,7,17905,0.251,,,normal,,2026-05-27T11:26:12Z
49143,4608,twitter,ext_twitter_00004603,Morning capacity review featuring Fraud Resolution Case. ClearMind Customer Care needs pre-positioned technician capacity,2026-05-27T08:55:10Z,839,4,32,12799,0.627,,,normal,,2026-05-27T11:26:12Z
49144,4581,instagram,ext_instagram_00004604,Coverage gaps are delaying service assurance for several subscriber groups,2026-05-25T14:08:22Z,902,65,6,10688,0.313,,,normal,,2026-05-27T11:26:12Z
49145,5012,youtube,ext_youtube_00004605,Subscribers are asking about Fraud Resolution Case through ClearMind Customer Care; upgrade and activation demand is rising,2026-05-04T03:18:53Z,6539,1689,580,157977,0.659,,,rising,,2026-05-27T11:26:12Z
49146,4965,tiktok,ext_tiktok_00004606,Network operations is flagging Student Mobile Plan from WellNest Family Plans as a capacity bottleneck this week,2026-05-26T11:54:36Z,8439,503,128,185478,0.902,,,rising,,2026-05-27T11:26:12Z
49147,4995,tiktok,ext_tiktok_00004607,Coverage update: 5G Business Consultation capacity at PulsePoint 5G is getting tight after a spike in service orders,2026-05-18T20:22:14Z,303,99,23,13626,0.714,,,normal,,2026-05-27T11:26:12Z
49148,5053,instagram,ext_instagram_00004608,Enterprise care teams are coordinating SLA-impact cases across regional service teams today,2026-04-28T06:12:42Z,902,30,14,12725,0.831,,,normal,,2026-05-27T11:26:12Z
49149,4831,twitter,ext_twitter_00004609,Outage follow-up: demand for Outage Follow-Up Call is up and ClearMind Customer Care needs more field slots,2026-05-23T15:51:51Z,630,94,40,4964,0.732,,,normal,,2026-05-27T11:26:12Z
49150,4622,tiktok,ext_tiktok_00004610,"Two-week review of PulsePoint 5G Home Wi-Fi Mesh Kit: strong subscriber response, but capacity planning matters",2026-05-06T11:36:19Z,24833,2641,1913,593991,0.307,,,viral,,2026-05-27T11:26:12Z
49151,4781,instagram,ext_instagram_00004611,Outage follow-up is the top request in our subscriber forum this week,2026-05-03T13:58:41Z,506,25,9,16441,-0.178,,,normal,,2026-05-27T11:26:12Z
49152,4802,youtube,ext_youtube_00004612,NOC huddle: prioritize FiberPath Broadband Small Business Fiber SLA installs before the weekend streaming surge,2026-05-07T20:50:45Z,858,13,44,816,0.733,,,normal,,2026-05-27T11:26:12Z
49153,4860,tiktok,ext_tiktok_00004613,Network monitoring alerts are helping the team catch congestion before call volume spikes,2026-05-22T23:51:28Z,185,18,16,10994,-0.08,,,normal,,2026-05-27T11:26:12Z
49154,5054,tiktok,ext_tiktok_00004614,Coverage gaps are delaying service assurance for several subscriber groups,2026-05-12T23:32:45Z,1147,327,451,145511,0.603,,,rising,,2026-05-27T11:26:12Z
49155,4907,youtube,ext_youtube_00004615,Day 30 with the Home Wi-Fi Mesh Kit workflow and the field team says PulsePoint 5G reduced manual follow-up,2026-05-12T10:23:33Z,46357,3572,3096,759050,0.579,,,viral,,2026-05-27T11:26:12Z
49156,4672,tiktok,ext_tiktok_00004616,Recommended SignalBridge Mobile Number Port-In Activation to an account manager today because churn risk is the issue,2026-05-26T23:12:57Z,38987,10915,4830,396184,0.88,,,viral,,2026-05-27T11:26:12Z
49157,4884,instagram,ext_instagram_00004617,"Thought Device Upgrade Enrollment demand would level off, but PulsePoint 5G is still seeing urgent requests",2026-05-27T10:41:32Z,18066,12276,4838,417057,0.541,,,viral,,2026-05-27T11:26:12Z
49158,4663,twitter,ext_twitter_00004618,Morning capacity review featuring Enterprise Account Navigation. EnterpriseEdge Services needs pre-positioned technician capacity,2026-05-25T04:14:31Z,179,62,4,10616,0.321,,,normal,,2026-05-27T11:26:12Z
49159,4600,threads,ext_threads_00004619,Added Premium International Roaming Pass to the high-priority service assurance path. Thank you SignalBridge Mobile for closing the gap,2026-05-18T20:20:21Z,5625,899,719,135516,0.443,,,rising,,2026-05-27T11:26:12Z
49160,4956,twitter,ext_twitter_00004620,Subscribers are asking about Fraud Resolution Case through ClearMind Customer Care; upgrade and activation demand is rising,2026-05-27T07:02:04Z,997,10,26,19275,0.345,,,normal,,2026-05-27T11:26:12Z
49161,4898,threads,ext_threads_00004621,Network operations is flagging IoT Sensor Gateway Kit from OrbitMotion IoT as a capacity bottleneck this week,2026-05-05T03:50:19Z,436,39,40,18539,0.211,,,normal,,2026-05-27T11:26:12Z
49162,4980,tiktok,ext_tiktok_00004622,Small businesses need earlier visibility into field technician appointment availability,2026-05-23T22:55:08Z,337,7,42,5251,-0.004,,,normal,,2026-05-27T11:26:12Z
49163,4965,tiktok,ext_tiktok_00004623,Network monitoring alerts are helping the team catch congestion before call volume spikes,2026-05-23T00:36:07Z,9596,656,397,151856,-0.114,,,rising,,2026-05-27T11:26:12Z
49164,4990,tiktok,ext_tiktok_00004624,Outage follow-up: demand for Fiber Appointment Scheduling is up and RoamFlow Mobility needs more field slots,2026-05-26T01:20:05Z,685,71,23,12702,0.499,,,normal,,2026-05-27T11:26:12Z
49165,4669,youtube,ext_youtube_00004625,"Two-week review of OrbitMotion IoT Field Technician Evaluation: strong subscriber response, but capacity planning matters",2026-05-20T01:30:50Z,715,51,45,3950,0.941,,,normal,,2026-05-27T11:26:12Z
49166,4930,tiktok,ext_tiktok_00004626,Families keep asking where to find Roaming Cost Coaching. RoamFlow Mobility is showing up in every upgrade thread,2026-05-11T08:57:46Z,793,98,47,1396,0.384,,,normal,,2026-05-27T11:26:12Z
49167,4832,youtube,ext_youtube_00004627,Connected life teams need better outreach after recent storm-related service events,2026-05-26T19:54:59Z,12548,3597,7522,588365,-0.195,,,viral,,2026-05-27T11:26:12Z
49168,4809,instagram,ext_instagram_00004628,Billing and usage signals are surfacing new need for Number Port-In Activation from SignalBridge Mobile,2026-05-23T15:09:11Z,430,68,44,3108,0.638,,,normal,,2026-05-27T11:26:12Z
49169,4879,instagram,ext_instagram_00004629,Roaming bill questions are creating new handoffs to billing and retention teams,2026-05-21T03:19:25Z,9870,1657,150,30784,0.227,,,rising,,2026-05-27T11:26:12Z
49170,4560,threads,ext_threads_00004630,Subscribers are asking for clearer instructions after fiber installation and faster follow-up windows,2026-05-18T11:46:59Z,777,93,17,2044,-0.122,,,normal,,2026-05-27T11:26:12Z
49171,4552,tiktok,ext_tiktok_00004631,Recommended ClearMind Customer Care Fraud Resolution Case to an account manager today because churn risk is the issue,2026-05-26T02:53:56Z,4080,1518,377,187239,0.75,,,rising,,2026-05-27T11:26:12Z
49172,5042,threads,ext_threads_00004632,"Thought Enterprise Account Navigation demand would level off, but EnterpriseEdge Services is still seeing urgent requests",2026-05-24T19:38:52Z,49,16,39,16070,0.301,,,normal,,2026-05-27T11:26:12Z
49173,4990,tiktok,ext_tiktok_00004633,Network monitoring alerts are helping the team catch congestion before call volume spikes,2026-05-24T02:20:06Z,363,45,4,12526,0.461,,,normal,,2026-05-27T11:26:12Z
49174,4931,twitter,ext_twitter_00004634,Added Enterprise Account Navigation to the high-priority service assurance path. Thank you EnterpriseEdge Services for closing the gap,2026-05-25T21:19:15Z,3977,1878,867,55249,0.946,,,rising,,2026-05-27T11:26:12Z
49175,4667,tiktok,ext_tiktok_00004635,Device-support channels are seeing increased activation demand after a handset launch,2026-05-23T00:33:05Z,273,44,10,10474,0.19,,,normal,,2026-05-27T11:26:12Z
49176,5023,threads,ext_threads_00004636,Network operations is flagging Student Mobile Plan from WellNest Family Plans as a capacity bottleneck this week,2026-05-07T12:18:49Z,476,49,44,15366,0.262,,,normal,,2026-05-27T11:26:12Z
49177,4846,twitter,ext_twitter_00004637,Coverage update: Small Business Fiber SLA capacity at FiberPath Broadband is getting tight after a spike in service orders,2026-05-16T14:54:33Z,31203,14178,7756,578920,0.874,,,viral,,2026-05-27T11:26:12Z
49178,4616,instagram,ext_instagram_00004638,Enterprise care teams are coordinating SLA-impact cases across regional service teams today,2026-05-06T13:56:59Z,684,88,0,15731,0.455,,,normal,,2026-05-27T11:26:12Z
49179,4774,youtube,ext_youtube_00004639,Outage follow-up: demand for Home Wi-Fi Mesh Kit is up and PulsePoint 5G needs more field slots,2026-04-29T16:32:18Z,865,43,32,16937,0.212,,,normal,,2026-05-27T11:26:12Z
49180,4603,twitter,ext_twitter_00004640,"Two-week review of MetroSupply Devices SIM Replacement Starter Kit: strong subscriber response, but capacity planning matters",2026-05-01T23:13:32Z,889,32,11,16555,0.578,,,normal,,2026-05-27T11:26:12Z
49181,4644,youtube,ext_youtube_00004641,Families keep asking where to find Family Data Share Plan. WellNest Family Plans is showing up in every upgrade thread,2026-05-27T04:19:59Z,386,31,5,19834,0.316,,,normal,,2026-05-27T11:26:12Z
49182,4974,instagram,ext_instagram_00004642,NOC huddle: prioritize RoamFlow Mobility Roaming Cost Coaching installs before the weekend streaming surge,2026-04-27T15:47:53Z,939,93,9,19943,0.601,,,normal,,2026-05-27T11:26:12Z
49183,5022,youtube,ext_youtube_00004643,Billing and usage signals are surfacing new need for Connected Device Monitoring Onboarding from MetroSupply Devices,2026-05-03T12:27:23Z,6762,1207,796,180608,0.883,,,rising,,2026-05-27T11:26:12Z
49184,4569,youtube,ext_youtube_00004644,"If your subscribers need Enterprise Account Navigation, check EnterpriseEdge Services availability early; appointment slots are moving fast",2026-05-26T07:35:48Z,506,51,9,3146,0.323,,,normal,,2026-05-27T11:26:12Z
49185,4718,twitter,ext_twitter_00004645,Device-support channels are seeing increased activation demand after a handset launch,2026-05-22T03:56:48Z,591,56,31,10902,0.79,,,normal,,2026-05-27T11:26:12Z
49186,4768,twitter,ext_twitter_00004646,Recommended RoamFlow Mobility Fiber Appointment Scheduling to an account manager today because churn risk is the issue,2026-05-14T18:43:30Z,43214,11140,3182,866742,0.658,,,viral,,2026-05-27T11:26:12Z
49187,4582,tiktok,ext_tiktok_00004647,Connected life teams need better outreach after recent storm-related service events,2026-05-21T22:58:56Z,819,64,48,12903,0.518,,,normal,,2026-05-27T11:26:12Z
49188,4606,instagram,ext_instagram_00004648,Morning capacity review featuring Gigabit Fiber Install. FiberPath Broadband needs pre-positioned technician capacity,2026-05-12T23:37:55Z,449,8,16,19922,0.496,,,normal,,2026-05-27T11:26:12Z
49189,4565,threads,ext_threads_00004649,Added 5G Business Consultation to the high-priority service assurance path. Thank you PulsePoint 5G for closing the gap,2026-05-17T15:20:43Z,663,72,42,18870,0.774,,,normal,,2026-05-27T11:26:12Z
49190,4891,twitter,ext_twitter_00004650,Subscribers are asking for clearer instructions after fiber installation and faster follow-up windows,2026-05-10T01:02:52Z,741,42,38,15592,0.372,,,normal,,2026-05-27T11:26:12Z
49191,5012,youtube,ext_youtube_00004651,Network operations is flagging Premium International Roaming Pass from SignalBridge Mobile as a capacity bottleneck this week,2026-05-27T07:55:13Z,937,42,6,14585,0.912,,,normal,,2026-05-27T11:26:12Z
49192,4745,threads,ext_threads_00004652,Small businesses need earlier visibility into field technician appointment availability,2026-05-27T10:56:59Z,545,2,15,2533,0.065,,,normal,,2026-05-27T11:26:12Z
49193,4745,threads,ext_threads_00004653,Network monitoring alerts are helping the team catch congestion before call volume spikes,2026-05-03T00:19:14Z,8058,527,116,157833,0.572,,,rising,,2026-05-27T11:26:12Z
49194,5013,threads,ext_threads_00004654,Outage follow-up: demand for LTE Backup Gateway is up and HomeConnect Fixed Wireless needs more field slots,2026-05-25T23:15:25Z,641,33,48,19968,0.793,,,normal,,2026-05-27T11:26:12Z
49195,5021,twitter,ext_twitter_00004655,"Two-week review of FiberPath Broadband Gigabit Fiber Install: strong subscriber response, but capacity planning matters",2026-05-27T11:24:39Z,327,71,49,13844,0.282,,,normal,,2026-05-27T11:26:12Z
49196,4780,threads,ext_threads_00004656,Families keep asking where to find 5G Unlimited Mobile Plan. SignalBridge Mobile is showing up in every upgrade thread,2026-04-27T19:26:53Z,437,24,14,15258,0.766,,,normal,,2026-05-27T11:26:12Z
49197,4942,youtube,ext_youtube_00004657,Connected life teams need better outreach after recent storm-related service events,2026-05-18T19:35:07Z,942,32,15,418,-0.289,,,normal,,2026-05-27T11:26:12Z
49198,4975,tiktok,ext_tiktok_00004658,Billing and usage signals are surfacing new need for Fiber Appointment Scheduling from RoamFlow Mobility,2026-05-20T16:17:29Z,911,54,8,4839,0.871,,,normal,,2026-05-27T11:26:12Z
49199,4726,instagram,ext_instagram_00004659,Roaming bill questions are creating new handoffs to billing and retention teams,2026-05-26T11:35:06Z,324,31,2,6198,0.852,,,normal,,2026-05-27T11:26:12Z
49200,4650,threads,ext_threads_00004660,Subscribers are asking for clearer instructions after fiber installation and faster follow-up windows,2026-05-06T07:56:47Z,624,59,16,11179,0.37,,,normal,,2026-05-27T11:26:12Z
49201,4882,youtube,ext_youtube_00004661,Recommended PulsePoint 5G Home Wi-Fi Mesh Kit to an account manager today because churn risk is the issue,2026-05-23T12:22:08Z,22,21,43,8081,0.38,,,normal,,2026-05-27T11:26:12Z
49202,4774,youtube,ext_youtube_00004662,"Thought IoT Sensor Gateway Kit demand would level off, but OrbitMotion IoT is still seeing urgent requests",2026-05-17T21:31:42Z,155,36,20,19939,0.217,,,normal,,2026-05-27T11:26:12Z
49203,4929,instagram,ext_instagram_00004663,Morning capacity review featuring Outage Follow-Up Call. ClearMind Customer Care needs pre-positioned technician capacity,2026-05-18T17:08:01Z,10,22,40,2586,0.31,,,normal,,2026-05-27T11:26:12Z
49204,4957,youtube,ext_youtube_00004664,Added Device Upgrade Enrollment to the high-priority service assurance path. Thank you PulsePoint 5G for closing the gap,2026-05-22T10:12:32Z,198184,34967,43961,16726478,0.624,,,mega_viral,,2026-05-27T11:26:12Z
49205,4956,twitter,ext_twitter_00004665,Subscribers are asking about Smart Home Connectivity Assessment through HomeConnect Fixed Wireless; upgrade and activation demand is rising,2026-05-15T02:09:18Z,331,33,35,7341,0.536,,,normal,,2026-05-27T11:26:12Z
49206,4915,tiktok,ext_tiktok_00004666,Network operations is flagging Fiber Appointment Scheduling from RoamFlow Mobility as a capacity bottleneck this week,2026-04-28T21:20:14Z,497,88,27,3400,0.674,,,normal,,2026-05-27T11:26:12Z
49207,4829,instagram,ext_instagram_00004667,Coverage update: Edge Compute Reservation capacity at EnterpriseEdge Services is getting tight after a spike in service orders,2026-05-19T16:16:07Z,124760,93888,37662,9207189,0.906,,,mega_viral,,2026-05-27T11:26:12Z
49208,4977,youtube,ext_youtube_00004668,Enterprise care teams are coordinating SLA-impact cases across regional service teams today,2026-05-26T03:32:09Z,9584,327,815,142469,0.269,,,rising,,2026-05-27T11:26:12Z
49209,4896,twitter,ext_twitter_00004669,Roaming bill questions are creating new handoffs to billing and retention teams,2026-05-25T03:50:51Z,4834,1185,355,163999,-0.095,,,rising,,2026-05-27T11:26:12Z
49210,5019,instagram,ext_instagram_00004670,Subscribers are asking for clearer instructions after fiber installation and faster follow-up windows,2026-05-13T00:55:07Z,134,28,43,15782,0.062,,,normal,,2026-05-27T11:26:12Z
49211,4835,tiktok,ext_tiktok_00004671,Families keep asking where to find Enterprise Account Navigation. EnterpriseEdge Services is showing up in every upgrade thread,2026-05-25T21:15:40Z,791,53,47,4823,0.879,,,normal,,2026-05-27T11:26:12Z
49212,4650,threads,ext_threads_00004672,NOC huddle: prioritize EnterpriseEdge Services Edge Compute Reservation installs before the weekend streaming surge,2026-05-19T01:35:14Z,434,25,21,7131,0.693,,,normal,,2026-05-27T11:26:12Z
49213,4805,tiktok,ext_tiktok_00004673,Network monitoring alerts are helping the team catch congestion before call volume spikes,2026-05-05T06:22:20Z,710,76,49,11366,-0.241,,,normal,,2026-05-27T11:26:12Z
49214,4902,youtube,ext_youtube_00004674,"If your subscribers need Premium International Roaming Pass, check SignalBridge Mobile availability early; appointment slots are moving fast",2026-05-13T05:35:41Z,3896,875,524,67167,0.74,,,rising,,2026-05-27T11:26:12Z
49215,4871,twitter,ext_twitter_00004675,Day 30 with the Fixed Wireless Home Internet workflow and the field team says HomeConnect Fixed Wireless reduced manual follow-up,2026-05-25T02:52:46Z,403,53,5,6886,0.809,,,normal,,2026-05-27T11:26:12Z
49216,4771,instagram,ext_instagram_00004676,Families keep asking for better Wi-Fi performance before evening streaming starts,2026-05-27T06:32:00Z,256,94,35,11089,0.656,,,normal,,2026-05-27T11:26:12Z
49217,4635,threads,ext_threads_00004677,"Thought Network Congestion Plan Review demand would level off, but WellNest Family Plans is still seeing urgent requests",2026-04-28T11:49:38Z,235,96,16,10912,0.436,,,normal,,2026-05-27T11:26:12Z
49218,4883,threads,ext_threads_00004678,Morning capacity review featuring Fleet Telematics SIM Pack. OrbitMotion IoT needs pre-positioned technician capacity,2026-04-28T12:57:03Z,571,91,16,5829,0.373,,,normal,,2026-05-27T11:26:12Z
49219,4845,tiktok,ext_tiktok_00004679,Added Device Upgrade Enrollment to the high-priority service assurance path. Thank you PulsePoint 5G for closing the gap,2026-05-05T20:31:38Z,1503,1034,551,148526,0.799,,,rising,,2026-05-27T11:26:12Z
49220,4856,twitter,ext_twitter_00004680,Subscribers are asking about Field Technician Evaluation through OrbitMotion IoT; upgrade and activation demand is rising,2026-05-09T23:39:16Z,9378,1582,911,50865,0.264,,,rising,,2026-05-27T11:26:12Z
49221,4967,youtube,ext_youtube_00004681,Network operations is flagging SIM Replacement Starter Kit from MetroSupply Devices as a capacity bottleneck this week,2026-05-11T09:42:36Z,89,90,20,13351,0.216,,,normal,,2026-05-27T11:26:12Z
49222,4686,instagram,ext_instagram_00004682,Small businesses need earlier visibility into field technician appointment availability,2026-05-13T10:20:20Z,5184,1978,244,149659,0.367,,,rising,,2026-05-27T11:26:12Z
49223,4966,twitter,ext_twitter_00004683,Network monitoring alerts are helping the team catch congestion before call volume spikes,2026-05-27T11:21:56Z,2975,619,294,78077,0.239,,,rising,,2026-05-27T11:26:12Z
49224,4848,threads,ext_threads_00004684,Outage follow-up: demand for Device Upgrade Enrollment is up and PulsePoint 5G needs more field slots,2026-05-02T06:14:04Z,697,89,48,16143,0.592,,,normal,,2026-05-27T11:26:12Z
49225,4621,instagram,ext_instagram_00004685,"Two-week review of SilverLine Connected Life Senior Connected Life Plan: strong subscriber response, but capacity planning matters",2026-05-26T09:35:10Z,375,13,25,12050,0.274,,,normal,,2026-05-27T11:26:12Z
49226,5019,instagram,ext_instagram_00004686,Families keep asking where to find Outage Follow-Up Call. ClearMind Customer Care is showing up in every upgrade thread,2026-05-05T03:01:39Z,262,7,1,7252,0.391,,,normal,,2026-05-27T11:26:12Z
49227,4892,youtube,ext_youtube_00004687,NOC huddle: prioritize ClearMind Customer Care Fraud Resolution Case installs before the weekend streaming surge,2026-05-08T12:04:36Z,542,26,13,4569,0.631,,,normal,,2026-05-27T11:26:12Z
49228,4632,tiktok,ext_tiktok_00004688,Enterprise care teams are coordinating SLA-impact cases across regional service teams today,2026-05-21T01:52:09Z,966,39,4,17851,0.885,,,normal,,2026-05-27T11:26:12Z
49229,4852,youtube,ext_youtube_00004689,Roaming bill questions are creating new handoffs to billing and retention teams,2026-05-14T05:58:33Z,643,55,43,18532,0.395,,,normal,,2026-05-27T11:26:12Z
49230,4646,instagram,ext_instagram_00004690,Day 30 with the Roaming Cost Coaching workflow and the field team says RoamFlow Mobility reduced manual follow-up,2026-05-11T10:59:38Z,88,3,0,2736,0.644,,,normal,,2026-05-27T11:26:12Z
49231,4579,youtube,ext_youtube_00004691,Outage follow-up is the top request in our subscriber forum this week,2026-05-27T00:12:21Z,377,91,37,6543,0.492,,,normal,,2026-05-27T11:26:12Z
49232,4581,instagram,ext_instagram_00004692,"Thought Fleet Telematics SIM Pack demand would level off, but OrbitMotion IoT is still seeing urgent requests",2026-05-22T08:32:14Z,32915,6006,5125,550457,0.602,,,viral,,2026-05-27T11:26:12Z
49233,4858,threads,ext_threads_00004693,Morning capacity review featuring LTE Backup Gateway. HomeConnect Fixed Wireless needs pre-positioned technician capacity,2026-04-28T10:27:06Z,257,67,25,2938,0.888,,,normal,,2026-05-27T11:26:12Z
49234,4848,threads,ext_threads_00004694,Coverage gaps are delaying service assurance for several subscriber groups,2026-05-11T00:26:54Z,11303,5935,5355,590739,0.809,,,viral,,2026-05-27T11:26:12Z
49235,4809,instagram,ext_instagram_00004695,Subscribers are asking about IoT Sensor Gateway Kit through OrbitMotion IoT; upgrade and activation demand is rising,2026-05-23T03:57:05Z,41989,2324,1159,911390,0.844,,,viral,,2026-05-27T11:26:12Z
49236,4611,instagram,ext_instagram_00004696,Network operations is flagging Enterprise Account Navigation from EnterpriseEdge Services as a capacity bottleneck this week,2026-05-18T08:09:04Z,953,67,39,11392,0.687,,,normal,,2026-05-27T11:26:12Z
49237,4629,youtube,ext_youtube_00004697,Coverage update: New Line Activation capacity at WaveFirst Mobile is getting tight after a spike in service orders,2026-05-21T22:36:25Z,330,18,4,6062,0.76,,,normal,,2026-05-27T11:26:12Z
49238,4989,instagram,ext_instagram_00004698,Enterprise care teams are coordinating SLA-impact cases across regional service teams today,2026-05-24T07:35:45Z,265,99,21,4007,0.081,,,normal,,2026-05-27T11:26:12Z
49239,4874,instagram,ext_instagram_00004699,Outage follow-up: demand for Edge Compute Reservation is up and EnterpriseEdge Services needs more field slots,2026-04-29T08:19:28Z,8572,424,432,118772,0.692,,,rising,,2026-05-27T11:26:12Z
49240,4908,threads,ext_threads_00004700,"Two-week review of PulsePoint 5G Home Wi-Fi Mesh Kit: strong subscriber response, but capacity planning matters",2026-04-28T09:46:14Z,9747,1111,504,35339,0.422,,,rising,,2026-05-27T11:26:12Z
49241,4692,tiktok,ext_tiktok_00004701,Outage follow-up is the top request in our subscriber forum this week,2026-05-15T21:13:14Z,340,87,46,16423,-0.078,,,normal,,2026-05-27T11:26:12Z
49242,4670,threads,ext_threads_00004702,Small businesses need earlier visibility into field technician appointment availability,2026-05-04T09:00:37Z,513,79,9,12523,0.433,,,normal,,2026-05-27T11:26:12Z
49243,4593,twitter,ext_twitter_00004703,Network monitoring alerts are helping the team catch congestion before call volume spikes,2026-05-01T23:28:46Z,5182,567,588,82991,0.087,,,rising,,2026-05-27T11:26:12Z
49244,4651,instagram,ext_instagram_00004704,"If your subscribers need Device Upgrade Enrollment, check PulsePoint 5G availability early; appointment slots are moving fast",2026-05-13T07:15:23Z,49,92,11,5040,0.296,,,normal,,2026-05-27T11:26:12Z
49245,4904,instagram,ext_instagram_00004705,Device-support channels are seeing increased activation demand after a handset launch,2026-05-05T14:26:38Z,19,40,26,10412,0.106,,,normal,,2026-05-27T11:26:12Z
49246,4887,youtube,ext_youtube_00004706,Families keep asking for better Wi-Fi performance before evening streaming starts,2026-05-18T11:22:34Z,416,97,13,9380,-0.242,,,normal,,2026-05-27T11:26:12Z
49247,4641,instagram,ext_instagram_00004707,"Thought 5G Unlimited Mobile Plan demand would level off, but SignalBridge Mobile is still seeing urgent requests",2026-05-27T05:48:02Z,528,93,12,14560,0.716,,,normal,,2026-05-27T11:26:12Z
49248,4725,threads,ext_threads_00004708,Morning capacity review featuring SIM Replacement Starter Kit. MetroSupply Devices needs pre-positioned technician capacity,2026-05-27T10:05:47Z,799,99,36,18790,0.243,,,normal,,2026-05-27T11:26:12Z
49249,4833,threads,ext_threads_00004709,Added Outage Follow-Up Call to the high-priority service assurance path. Thank you ClearMind Customer Care for closing the gap,2026-05-10T14:51:17Z,188991,86713,29722,19957266,0.762,,,mega_viral,,2026-05-27T11:26:12Z
49250,4902,youtube,ext_youtube_00004710,Subscribers are asking about Customer Retention Intake through ClearMind Customer Care; upgrade and activation demand is rising,2026-05-27T09:54:51Z,3495,1171,622,119003,0.306,,,rising,,2026-05-27T11:26:12Z
49251,5011,twitter,ext_twitter_00004711,Network operations is flagging Family Connectivity Support Session from SilverLine Connected Life as a capacity bottleneck this week,2026-05-23T07:11:12Z,206,66,25,14218,0.848,,,normal,,2026-05-27T11:26:12Z
49252,4630,threads,ext_threads_00004712,Coverage update: Network Congestion Plan Review capacity at WellNest Family Plans is getting tight after a spike in service orders,2026-05-24T10:56:48Z,822,9,49,1093,0.537,,,normal,,2026-05-27T11:26:12Z
49253,5031,twitter,ext_twitter_00004713,Subscriber experience note - MetroSupply Devices Connected Device Monitoring Onboarding is the service everyone is trying to schedule right now,2026-05-02T19:03:53Z,7340,631,372,172901,0.332,,,rising,,2026-05-27T11:26:12Z
49254,4850,tiktok,ext_tiktok_00004714,Coverage gaps are delaying service assurance for several subscriber groups,2026-05-19T22:30:04Z,166,25,43,13294,-0.162,,,normal,,2026-05-27T11:26:12Z
49255,4967,youtube,ext_youtube_00004715,"Two-week review of ClearMind Customer Care Customer Retention Intake: strong subscriber response, but capacity planning matters",2026-05-02T05:44:50Z,706,45,45,17277,0.911,,,normal,,2026-05-27T11:26:12Z
49256,5024,instagram,ext_instagram_00004716,Families keep asking where to find IoT Sensor Gateway Kit. OrbitMotion IoT is showing up in every upgrade thread,2026-05-17T17:55:40Z,136,23,21,8177,0.681,,,normal,,2026-05-27T11:26:12Z
49257,4950,tiktok,ext_tiktok_00004717,NOC huddle: prioritize OrbitMotion IoT Field Technician Evaluation installs before the weekend streaming surge,2026-05-11T23:28:46Z,781,71,16,2510,0.55,,,normal,,2026-05-27T11:26:12Z
49258,4566,instagram,ext_instagram_00004718,Billing and usage signals are surfacing new need for 5G Business Consultation from PulsePoint 5G,2026-05-25T20:23:34Z,2149,701,519,198125,0.662,,,rising,,2026-05-27T11:26:12Z
49259,4716,instagram,ext_instagram_00004719,"If your subscribers need Fraud Resolution Case, check ClearMind Customer Care availability early; appointment slots are moving fast",2026-05-11T14:39:30Z,84,80,12,17029,0.456,,,normal,,2026-05-27T11:26:12Z
49260,4583,twitter,ext_twitter_00004720,Day 30 with the Fixed Wireless Home Internet workflow and the field team says HomeConnect Fixed Wireless reduced manual follow-up,2026-05-12T22:24:18Z,732,54,48,845,0.494,,,normal,,2026-05-27T11:26:12Z
49261,4881,twitter,ext_twitter_00004721,Outage follow-up is the top request in our subscriber forum this week,2026-04-28T07:32:18Z,306,10,19,11908,0.78,,,normal,,2026-05-27T11:26:12Z
49262,4922,youtube,ext_youtube_00004722,Small businesses need earlier visibility into field technician appointment availability,2026-05-26T12:50:48Z,1256,1016,609,76824,0.138,,,rising,,2026-05-27T11:26:12Z
49263,5026,twitter,ext_twitter_00004723,Network monitoring alerts are helping the team catch congestion before call volume spikes,2026-05-12T16:29:03Z,818,16,14,6083,0.808,,,normal,,2026-05-27T11:26:12Z
